KodProduktu;Prognoza_M1;Prognoza_M2;Prognoza_M3
'3C40.73;0;0;0
'3C40.74;0;0;0
'3C40.741;0;0;0
'3C40.75;0;0;0
'3C40.76;0;0;0
'3C40.761;0;0;0
'3C40.762;0;0;0
'3C40.763;0;0;0
'3C40.77;0;0;0
'3C40.771;0;0;0
'3C40.772;0;0;0
'3C40.78;0;0;0
'3C40.79;0;0;0
'3C40.80;0;0;0
'3C40.801;0;0;0
'3C40.81;0;0;0
'3C40.811;0;0;0
'3C40.82;0;0;0
'3C40.821;0;0;0
'3C40.83;0;0;0
'3C40.841;0;0;0
'3C40.85;0;0;0
'3C40.86;0;0;0
'3C40.861;0;0;0
'3C40.87;0;0;0
'3C40.871;0;0;0
'3C40.872;0;0;0
'3C40.873;0;0;0
'3C40.874;0;0;0
'3C40.88;0;0;0
'3C40.881;0;0;0
'3C40.882;0;0;0
'3C40.89;0;0;0
'3C40.90;0;0;0
'3C40.901;0;0;0
'3C40.902;0;0;0
'3C40.903;0;0;0
'3C40.904;0;0;0
'3C40.905;0;0;0
'3C40.906;0;0;0
'3C40.907;0;0;0
'3C40.908;0;0;0
'3C40.909;0;0;0
'3C40.913;0;0;0
'3C40.914;0;0;0
'3C40.92;0;0;0
'3C40.93;0;0;0
'3C40.94;0;0;0
'3C40.95;0;0;0
'3C40.96;0;0;0
'3C40.961;0;0;0
'3C40.962;0;0;0
'3C40.97;0;0;0
'3C40.971;0;0;0
'3C40.98;0;0;0
'3C40.981;0;0;0
'3C40.982;0;0;0
'3C40.983;0;0;0
'3C40.984;0;0;0
'3C40.985;0;0;0
'3C40.986;0;0;0
'3C40.987;0;0;0
'3C40.988;0;0;0
'3C41;0;0;0
'3C42;0;0;0
'3C43;0;0;0
'3C43.01;0;0;0
'3C43.02;0;0;0
'3C43.03;0;0;0
'3C43.04;0;0;0
'3C44.01;0;0;0
'3C44.02;0;0;0
'3C44.03;0;0;0
'3C45;0;0;0
'3C46;0;0;0
'3C47;0;0;0
'3C48;0;0;0
'3C49.01;0;0;0
'3C49.02;0;0;0
'3C50.01;0;0;0
'3C50.011;0;0;0
'3C50.012;0;0;0
'3C50.02;0;0;0
'3C50.03;0;0;0
'3C50.04;0;0;0
'3C50.05 [3D45];0;0;0
'3C50.06;0;0;0
'3C50.062;0;0;0
'3C50.07;0;0;0
'3C50.070;0;0;0
'3C50.071;0;0;0
'3C50.072;0;0;0
'3C50.073;0;0;0
'3C50.0730;0;0;0
'3C50.074;0;0;0
'3C50.0740;0;0;0
'3C50.075;0;0;0
'3C50.077;0;0;0
'3C50.08;0;0;0
'3C50.09;0;0;0
'3C50.10;0;0;0
'3C50.11;0;0;0
'3C50.13;0;0;0
'3C50.131;0;0;0
'3C50.132;0;0;0
'3C50.139;0;0;0
'3C50.14;0;0;0
'3C50.140;0;0;0
'3C50.141;0;0;0
'3C50.142;0;0;0
'3C50.143;0;0;0
'3C50.145;0;0;0
'3C50.146;0;0;0
'3C50.147;0;0;0
'3C50.1471;0;0;0
'3C50.148;0;0;0
'3C50.149;0;0;0
'3C50.1491;0;0;0
'3C50.1492;0;0;0
'3C50.1493;103,64;199,94;132,01
'3C50.1494;0;0;0
'3C50.1495;0;0;0
'3C50.1496;0;0;0
'3C50.15;109,49;144,61;100,81
'3C50.16;0;0;0
'3C50.17;0;0;0
'3C50.18;0;0;0
'3C50.19;0;0;0
'3C50.19 A;0;0;0
'3C50.19 B;0;0;0
'3C50.19 C;0;0;0
'3C50.20;0;0;0
'3C50.201;0;0;0
'3C50.21;0;0;0
'3C50.211;0;0;0
'3C50.212;0;0;0
'3C50.213;0;0;0
'3C50.214;0;0;0
'3C50.215;0;0;0
'3C50.216;0;0;0
'3C50.217;0;0;0
'3C50.22;0;0;0
'3C50.220;0;0;0
'3C50.23;0;0;0
'3C50.231;0;0;0
'3C50.232 A;0;0;0
'3C50.233;0;0;0
'3C50.234;4,9;0,22;3,2
'3C50.24;0;0;0
'3C50.241;0;0;0
'3C50.242;0;0;0
'3C50.26;0;0;0
'3C50.28;0;0;0
'3C50.29;0;0;0
'3C50.291;0;0;0
'3C50.32;0;0;0
'3C50.33;0;0;0
'3C50.35;0;0;0
'3C50.36;0;0;0
'3C50.361;0;0;0
'3C51;0;0;0
'3C52;0;0;0
'3C52.01;0;0;0
'3C52.02;0;0;0
'3C53;0;0;0
'3C53.01;0;0;0
'3C54;0;0;0
'3C55;0;0;0
'3C55.01;0;0;0
'3C55.02;0;0;0
'3C56;0;0;0
'3C57;0;0;0
'3C57.01;0;0;0
'3C58;0;0;0
'3C59;0;0;0
'3C59.01;0;0;0
'3C59.02;0;0;0
'3C59.03;0;0;0
'3C59.04;0;0;0
'3C59.05;0;0;0
'3C59.06;0;0;0
'3C59.07;0;0;0
'3C59.09;0;0;0
'3C59.091;0,68;1,38;8,49
'3C59.10;0;0;0
'3C59.101;0,01;0;0
'3C60;0;0;0
'3C61;0;0;0
'3C61.01;0;0;0
'3C61.02;0;0;0
'3C61.03;0;0;0
'3C61.04;0,73;2,01;13,89
'3C61.05;0;0;0
'3C61.051;0;0;0
'3C62;0;0;0
'3C62.01;0;0;0
'3C62.02;0;0;0
'3C62.03;0;0;0
'3C62.04;0;0;0
'3C62.05;0;0;0
'3C62.06;0;0;0
'3C62.07;0;0;0
'3C62.08;0;0;0
'3C62.09;0;0;0
'3C62.10;0;0;0
'3C62.11;0;0;0
'3C62.12;0;0;0
'3C63;0;0;0
'3C64;0;0;0
'3C64.01;0;0;0
'3C65;0;0;0
'3C66;0;0;0
'3C66.01;0;0;0
'3C67;0;0;0
'3C67.01;0;0;0
'3C68;0;0;0
'3C68.01;0;0;0
'3C68.02;0;0;0
'3C68.03;0;0;0
'3C69;0;0;0
'3C70;0,01;0;123,38
'3C71;0;0;0
'3C72;0;0;0
'3C73;0;0;0
'3C74;0;0;0
'3C74.01;0;0;0
'3C74.02;0;0;0
'3C75;0;0;0
'3C75.01;0;0;0
'3C75.02;0;0;0
'3C75.03;0;0;0
'3C77;0;0;0
'3C78;0;0;0
'3C79;0;0;0
'3C80;0;0;0
'3C80.02;0;0;0
'3C80.021;0;0;0
'3C81;0,01;0;3,22
'3C81.01;0;0;0
'3C81.011;0,01;0,58;6,88
'3C81.013;0;0;0
'3C81.014;0;0;0
'3C81.015;0;0;0
'3C81.016;0;0;0
'3C81.017;0;0;0
'3C81.02;0,01;0,36;7,72
'3C81.021;0;0;0
'3C81.04;0;0;0
'3C81.05;0;0;0
'3C81.06;0;0;0
'3C81.07;0;0;0
'3C81.10;0,01;0,13;0
'3C81.11;0;0;0
'3C81.12;0;0;0
'3C81.13;0;0;0
'3C81.14;0;0;0
'3C82;0;0;0
'3C83;0;19,42;15,54
'3C83.01;0;0;0
'3C84;0;0;0
'3C85;0;0;0
'3C86;0;0;0
'3C86.01;0;0;0
'3C86.02;0;0;0
'3C87;0;0;0
'3C88;0;0;0
'3C88.01;0;0;0
'3C88.02;0;0;0
'3C89;0;0;0
'3C90;0;0;0
'3C91;0;0;0
'3C91.01;0;0;0
'3C92;0;0;0
'3C92.01;0;0;0
'3C93;0;0;0
'3C94;0;0;0
'3C94.01;0,01;0,12;0
'3C94.02;0;0;0
'3C94.04;0,01;0,12;0,12
'3C95;0;0;0
'3C96;0;0;0
'3C96.01;0;0;0
'3C96.02;0;0;0
'3C97;0;0;0
'3C97.01;95,71;95,11;96,97
'3C97.02;1,15;1,3;1,3
'3C97.03;0;0,01;0,12
'3C97.04;1,15;1,3;1,3
'3C97.05;0;0;0
'3C98;0;0;0
'3C99;0;0;0
'3C99.01;0;0;0
'3C99.02;0;0;0
'3C99.03;0;0;0
'3D01;0;0;0
'3D01.01;0;0;0
'3D01.02;0;0;0
'3D02;0;0;0
'3D03;0;0;0
'3D03.01;0;0;0
'3D04;0;0;0
'3D05;0;0;0
'3D06;0;0;0
'3D07;0;0;0
'3D08;0;26,95;0
'3D09;0;0;0
'3D09.01;0;0;0
'3D09.02;0;0;0
'3D09.03;0;0;0
'3D09.04;0;0;0
'3D10;0;0;0
'3D10.01;0;0;0
'3D11;0;0;0
'3D11.01;0;0;0
'3D11.02;0;0;0
'3D11.03;0;0;0
'3D11.04;0;0;0
'3D11.05;0;0;0
'3D12;0;0;0
'3D13;0;0;0
'3D13.01;0;0;0
'3D14;0;0;0
'3D14.01;0;0;0
'3D14.02;0;0;0
'3D15;0;0;0
'3D16;0;0;0
'3D18;0;0;0
'3D18.01;0;0;0
'3D18.02;0;0;0
'3D18.03;0;0;0
'3D19;0;0;0
'3D20;0;0;0
'3D21;21,61;56,65;72,75
'3D21.01;0;0;0
'3D22;27,07;15,68;55,43
'3D22.01;41,32;67,12;80,33
'3D22.02;0;0;0
'3D22.03;0;0;0
'3D23;0;0;0
'3D23.01;0;0;0
'3D23.02;0;0;0
'3D23.03;0;0;0
'3D23.04;0;0;0
'3D23.05;0;0;0
'3D23.051;0;0;0
'3D24;62,29;137,75;200,28
'3D24.01;47,82;75,63;94,8
'3D24.011;0;0;0,01
'3D24.015;0;0;0
'3D24.016;0;0;0
'3D24.017;0;0;0
'3D24.02;0,68;0,7;0
'3D24.021;32,24;60,13;44,98
'3D24.03;0;0;0
'3D24.031;48,76;47,47;47,06
'3D24.0311;0;0;0
'3D24.032;0;0;0
'3D24.033;0;0;0
'3D24.04;82,4;167,75;386,98
'3D24.041;0;0;0
'3D24.042;0;0;0
'3D24.043;0,01;0;0,01
'3D24.044;15,87;0;57,37
'3D24.045;0,01;0,04;0,12
'3D24.046;0,01;0;0,01
'3D24.047;0,01;0,04;0,12
'3D24.05;0;0;0
'3D24.051;0;0;0
'3D24.06;29,42;31,91;30,85
'3D24.061;5,9;24,34;12,55
'3D24.062;0;0;0
'3D24.063;0;0;0
'3D24.0631;0;0;0
'3D24.064;0;0;0,01
'3D24.07;37,0;37,53;37,34
'3D24.08;0;0;0
'3D24.09;0;34,99;34,77
'3D24.11;1,15;13,64;4,9
'3D24.12;0;0;0
'3D24.13;0;0;0
'3D24.14;0;0;0
'3D24.15;1,15;0,19;0,4
'3D24.16;0;0;0
'3D24.17;0;0;0
'3D24.18;19,51;12,72;37,71
'3D24.19;29,46;29,61;41,49
'3D24.20;0;0;0
'3D24.22;0;0;0
'3D24.23;0;0;0
'3D24.24;0;0;0
'3D24.25;0,01;0;0,01
'3D24.26;0;0;0
'3D24.27;0;0;0
'3D24.28;1,15;6,59;12,82
'3D24.29;0,01;0;0,01
'3D24.32;0,01;0,12;0,12
'3D24.33;0,01;0,12;0,12
'3D24.34;0,01;0,12;0,12
'3D24.35;4,6;4,6;4,6
'3D24.36;4,6;4,6;4,6
'3D25;0;0;0
'3D25.01;0;0;0
'3D26;0;0;0
'3D26.01;0;0;0
'3D26.02;0;0;0
'3D26.03;0;0;0
'3D27;0;0;0
'3D28;0;0;0
'3D29;0;0;0
'3D30;0;0;0
'3D31;0;0;0
'3D33;0;0;0
'3D34;0;0;0
'3D34.01;0;0;0
'3D34.02;0;0;0
'3D35;0;0;0
'3D35.01;0;0;0
'3D36;551,16;886,32;1073,5
'3D36.01;0;0;0
'3D36.02;0;0;0
'3D36.03;0;0;0
'3D36-S;0;0;0
'3D38;0;0;0
'3D39;0;0;0
'3D40;0;0;0
'3D42;0;0;0
'3D42.01;0;0;0
'3D42.02;0;0;0
'3D43;0;0;0
'3D44;0;0;0
'3D45;0;0;0
'3D45.01;0;0;0
'3D45.011;0;0;0
'3D45.012;0;0;0
'3D45.01-S;0;0;0
'3D45.02;0;0;0
'3D45.021;0;0;0
'3D45.022;0,01;0,12;1,07
'3D45.03;0;0;0
'3D45.04;0;0;0
'3D45.05;0;0;0
'3D45.051;0;0;0
'3D45.06;0;0;0
'3D45.07;0;0;0
'3D45.071;0;0;0
'3D45.072;0;0;0
'3D45.073;0;0;0
'3D45.08;0;0;0
'3D45.09;100,37;163,36;233,88
'3D45.10;0;0;0
'3D45.11;28,33;27,49;0
'3D45.12;0,01;0,12;0,12
'3D45.13;0,01;0,12;0,12
'3D45.14;8,61;8,57;8,66
'3D45-S;0;0;0
'3D47;0;0;0
'3D48;0;0;0
'3D49;267,05;343,01;361,74
'3D49.01;0,68;0;0
'3D49.02;51,15;246,42;476,0
'3D49.03;0;0;0
'3D49.04;144,64;218,67;203,43
'3D49.05;0;0;0
'3D49.06;0;0;0
'3D49.07;0;0;0
'3D49.08;0;0;0
'3D50;0;0;0
'3D50.01;0;0;0
'3D50.02;0;0;0
'3D50.03;0;0;0
'3D50.04;0;0;0
'3D50.05;0;0;0
'3D50.06;0;0;0
'3D50.09;0;0;0
'3D50.10;0;0;0
'3D50.11;0;0;0
'3D50.12;0;0;0
'3D50.13;0;0;0
'3D50.14;0;0;0
'3D50.15;0;0;0
'3D50.16;122,22;69,55;234,85
'3D50.17;72,2;43,54;72,86
'3D50.18;0,41;0,5;0,5
'3D50.19;0;0;0
'3D50.20;0;0;0
'3D50.21;0;0;0
'3D50.22;0;0;0
'3D50.23;0;0;0
'3D50.24;0;0;0
'3D50.25;0;0;0
'3D50.26;0;0;0
'3D50.27;0;0;0
'3D50.28;0;0;0
'3D50.29;0;0;0
'3D50.31;0;0;0
'3D51;0;0;0
'3D51.01;0;0;0
'3D52;0;0;0
'3D52.01;0;0;0
'3D53;0;0;0
'3D53.01;0;0;0
'3D54;0;0;0
'3D55;0;0;0
'3D55 A;0;0;0
'3D55.01;0;0;0
'3D56;0;0;0
'3D56.01;0;0;0
'3D56.03;0;0;0
'3D58;0;0;0
'3D58.01;0;0;0
'3D58.02;0;0;0
'3D58.03;0;0;0
'3D58.04;0;0;0
'3D58.05;0;0;0
'3D58.06;0;0;0
'3D58.07;0;0;0
'3D59;0;0;0
'3D60;0;0;0
'3D60.02;0;0;0
'3D60-S;0;0;0
'3D61;10,1;9,76;8,91
'3D62;0;0;0
'3D63;0;0;0
'3D63.01;0;0;0
'3D63.02;0;0;0
'3D64;0;0;0
'3D65;0;0;0
'3D66;0;0;0
'3D68;0;0;0
'3D68.01;0;0;0
'3D69;0,73;2,01;2,29
'3D69.01;0;0;0
'3D69.02;0,01;0,12;0,12
'3D69.03;0,01;0,12;0,12
'3D69.04;0,01;0;0,01
'3D69.05;0;0;0
'3D70;0;0;0
'3D70.01;0;0;0
'3D72;0;0;0
'3D73;0;0;0
'3D74;0;0;0
'3D76;0;0;0
'3D77;0;0;0
'3D77.01;0;0;0
'3D78;764,81;803,93;490,58
'3D78.01;0;0;0
'3D79;0;0;0
'3D79.01;0;0;0
'3D79.02;0;0;0
'3D79.03;284,97;367,05;298,96
'3D79.04;0;0;0
'3D80;0;0;0
'3D80.01;0;0;0
'3D83;0;0;0
'3D84;0;0;0
'3D84.04;0;0;0
'3D84.04A;0;0;0
'3D84.04B;0;0;0
'3D84.04C;0;0;0
'3D84.04D;0;0;0
'3D84.04E;0;0;0
'3D84.05A;0;0;0
'3D84.05B;0;0;0
'3D84.05C;0;0;0
'3D84.05D;0;0;0
'3D84.05E;0;0;0
'3D84.07A;0;0;0
'3D84.07B;0;0;0
'3D84.07C;0;0;0
'3D84.07D;0;0;0
'3D84.07E;0;0;0
'3D85;0;0;0
'3D85.01;0;0;0
'3D85.02;0;0;0
'3D85.04;0;0;0
'3D85.05;0;0;0
'3D85.06;385,89;541,35;428,72
'3D85.061;0;0;0
'3D85.07;49,36;213,97;204,83
'3D85.071;0;0;0
'3D85.08;0;0;0
'3D85.09;0;0;0
'3D86;0;0;0
'3D86.01;0;0;0
'3D86.02;0;0;0
'3D87;0;0;0
'3D87.01;0;0;0
'3D87.02;0;0;0
'3D87.03;0;0;0
'3D87.04;0;0;0
'3D87.05;0;0;0
'3D87.06;0;0;0
'3D87.07;0;0;0
'3D87.08;0;0;0
'3D87.09;0;0;0
'3D87.10;0;0;0
'3D87.11;0;0;0
'3D87.12;0;0;0
'3D87.13;0;0;0
'3D87.14;0;0;0
'3D87.15;0;0;0
'3D89;0;0;0
'3D90;0;0;0
'3D91;0;0;0
'3D92;0;0;0
'3D92.01;0;0;0
'3D93;0;0;0
'3D94;0;0;0
'3D94.01;0;0;0
'3D94.02;0;0;0
'3D94.03;0;0;0
'3D94.08;0;0;0
'3D94.09;0;0;0
'3D95;0;0;0
'3D96;0;0;0
'3D97;0;0;0
'3D98;0;0;0
'3D98.01;0;0;0
'3D98.02;0;0;0
'3D98.02SZTUKI;0;0;0
'3D99;0;0;0
'3E00;0;0;0
'3E00.01;0;0;0
'3E02;0;0;0
'3E02.01;0;0;0
'3E02.02;0;0;0
'3E02.03;0;0;0
'3E02.04;0;0;0
'3E02.042;0;0;3,77
'3E02.05;4,34;19,32;39,79
'3E02.051;4,34;21,52;41,51
'3E02.06;0;0;0
'3E02.07;0;0;0
'3E02.071;0;0;0
'3E03;0;0;0
'3E04;0;0;0
'3E04.01;0;0;0
'3E04.02;0;0;0
'3E05.01;0;0;0
'3E05.02;0;0;0
'3E05.03;0;0;0
'3E05.04;0;0;0
'3E06;0;0;0
'3E06.01;0;0;0
'3E06.02;0;0;0
'3E07;0;0;0
'3E08;0;0;0
'3E09;0;0;0
'3E10;0;0;0
'3E10.01;0;0;0
'3E10.02;0;0;0
'3E11;0;0;0
'3E12;7,3;16,18;24,96
'3E12.01;0,01;0;0,01
'3E13;131,43;200,23;223,76
'3E13.01;58,48;100,07;102,83
'3E13.02;0;0;0
'3E13.03;0;0;0
'3E14;32,64;32,44;36,94
'3E14.01;0;0;0
'3E14.02;0;0;0
'3E15;0;0;0
'3E15.01;3,3;1,91;4,82
'3E15.011;0;0;0
'3E15.02;45,41;83,64;118,0
'3E15.021;0;0;0
'3E16;0;0;0
'3E18;0;0;0
'3E19;0;0;0
'3E20;0;0;0
'3E20.01;0;0;0
'3E20.02;0;0;0
'3E21;0;0;0
'3E21.01;0;0;0
'3E21.02;0;0;0
'3E21.03;0;0;0
'3E21.04;0;0;0
'3E21.05;0;0;0
'3E22;0;0;0
'3E23;0;0;0
'3E23.01;0;0;0
'3E24;0;0;0
'3E25;0;0;0
'3E26;0;0;0
'3E26.01;0;0;0
'3E27;0;0;0
'3E27.01;0;0;0
'3E28;0;0;0
'3E28.01;0;0;0
'3E28.02;0;0;0
'3E29;0;0;0
'3E29.01;0;0;0
'3E30;0;0;0
'3E30.01;0;0;0
'3E32;0,01;0;0,01
'3E33;0;0;0
'3E34;0;0;0
'3E35;0;0;0
'3E36;0;0;0
'3E36.01;0;0;0
'3E37;0;0;0
'3E38;0;0;0
'3E38.01;0;0;0
'3E38.02;0;0;0
'3E39;99,07;95,71;96,97
'3E39.01;18,39;18,29;18,57
'3E39.02;0;0;0
'3E39.03;0;0;0
'3E39.04;0;0;0
'3E39.06;0;0;0
'3E39.07;0;0;0
'3E39.08;5,18;5,18;5,15
'3E39.081;0;0;0
'3E39.09;0,1;217,84;165,77
'3E39.10;0;0;0
'3E39.11;0;0;0
'3E39.12;0;0;0
'3E39.13;0;0;0
'3E39.14;18,84;18,29;18,57
'3E39.15;18,39;18,29;18,57
'3E40;0;0;0
'3E41.01;0;0;0
'3E41.02;190,34;222,42;301,12
'3E41.03;0;0;0
'3E42;0;0;0
'3E43;0;0;0
'3E43.01;0;0;0
'3E43.02;0;0;0
'3E43.03;0;0;0
'3E43.04;0,01;3,79;2,18
'3E43.05;0;0;0
'3E43.06;0;0;0
'3E43.07;15,18;6,38;7,53
'3E43.08;0;0;0
'3E43.09;0;0;0
'3E44;0;0;0
'3E44.01;0;0;0
'3E44.02;0;0;0
'3E46;0;0;0
'3E47;0;0;0
'3E48;7,2;1,05;0
'3E48.02;0;0;0
'3E48.03;0;0;0
'3E49;0;0;0
'3E49.01;0;0;0
'3E50;0;0;0
'3E51;0;0;0
'3E52;0;0;0
'3E52.01;0;0;0
'3E52.02;0;0;0
'3E52.03;0;0;0
'3E53;0;0;0
'3E54;0;0;0
'3E54.01;0;0;0
'3E54.02;0;0;0
'3E56;0;0;0
'3E56.01;0;0;0
'3E58;0;0;0
'3E58.01;0;0;0
'3E58.02;0;0;0
'3E59;0;0;0
'3E59.01;0;0;0
'3E60;0;0;0
'3E61;0;0;0
'3E61.01;0;0;0
'3E61.02;39,18;40,1;31,54
'3E61.03;44,17;44,18;38,24
'3E62;99,07;95,71;96,97
'3E63;0;0;0
'3E64;0;0;0
'3E65;0;0;0
'3E66;0;0;0
'3E66.01;0;0;0
'3E67;0;0;0
'3E67.01;0;0;0
'3E68;0;0;0
'3E68.01;0;0;0
'3E69;0,01;69,91;0
'3E70;0;0;0
'3E70.01;0;0;0
'3E71;0,01;0,04;0,12
'3E73;0;0;0
'3E74;0,29;0,4;0
'3E74.04;0;0;0
'3E74.06;0;0;0
'3E74.07;0;0;0
'3E74.08;0;0;0
'3E74.10;0;0;0
'3E74.11;0;0;0
'3E74.12;0;0;0
'3E75;0;0;0
'3E76;0;0;20,45
'3E76.01;0;0;16,72
'3E76.02;0;0;0
'3E76.03;0;0;0
'3E76.04;0;0;0
'3E76.05;87,65;70,75;74,64
'3E77;0;0;0
'3E78;0;0;0
'3E79;0;0;0
'3E79.01;0;0;0
'3E79.02;0;0;0
'3E79.03;0;0;0
'3E80;0;0;0
'3E80.01;0;0;0
'3E80.02;0;0;0
'3E80.03;0;0;0
'3E81;0;0;0
'3E82.01;0;0;0
'3E82.011;0;0;0
'3E82.02;0,01;6,43;0
'3E82.021;0;0;0
'3E82.03;0;0;0
'3E82.04;0,01;0,12;0
'3E82.06;0;0;0
'3E83;0;0;0
'3E83.02;0;0;0
'3E83.03;0;0;0
'3E83.04;0;0;0
'3E83.05;0;0;0
'3E83.06;0;0;0
'3E83.07;0;0;0
'3E83.08;0;0;0
'3E83.09;0;0;0
'3E83.10;0,02;17,47;17,26
'3E83.11;0,01;0,12;0,12
'3E85;0;0;0
'3E85.01;0;0;0
'3E85.02;0;0;0
'3E86;0;0;0
'3E87;0;0;0
'3E87.01;0;0;0
'3E87.02;0;0;0
'3E87.03;0;0;0
'3E87.04;0;0;0
'3E87.05;0;0;0
'3E87.051;0;0;0
'3E87.06;0;0;0
'3E87X;0;0;0
'3E89;0;0;0
'3E90;0;0;0
'3E91;0;0;0
'3E91.01;0;0;0
'3E91.02;0;0;0
'3E91.03;0;0;0
'3E91.04;0;0;0
'3E92;0;0;0
'3E92.01;0;0;0
'3E92.02;0;0;0
'3E93;113,21;153,96;177,63
'3E93.01;0;0;0
'3E93.011;0;0;0
'3E93.02;0;0;0
'3E93.03;0;0;0
'3E94;0,78;0,7;0,7
'3E94.01;0;0;0
'3E94.02;0;0;0
'3E95;0;0;0
'3E96;0;0;0
'3E97;0;0;0
'3E97.01;0;0;0
'3E97.02;0;0;0
'3E97.04;0;0;0
'3E97.041;0;0;0
'3E97.05;0;0;0
'3E97.051;0;0;0
'3E98;0;0;0
'3E98.02;0;0;0
'3E98.03;0;0;0
'3E98.04;0;0;0
'3E98.05;0;0;0
'3E99;0;0;0
'3E99.01;0;0;0
'3E99.02;0;0;0
'3G001;0;0;0
'3G001.01;0;0,01;0
'3G001.02;0;0;0
'3G001.03;0;0;0
'3G001.04;0,01;59,71;88,98
'3G002;0;0;0
'3G003;43,31;0;0
'3G004;43,31;0;0
'3G005;0;0;0
'3G007;0;0;0
'3G007.01;8,26;0;226,69
'3G007.02;0;0;0
'3G008;0;0;0
'3G009;0;0;0
'3G009.01;0;0;0
'3G009.02;0;0;0
'3G009.03;0;0;0
'3G011;0;0;0
'3G011.01;0;0;0
'3G011.02;0;0;0
'3G011.03;0;0;0
'3G011.04;0;0;0
'3G011.05;0;0;0
'3G011.06;0;0;0
'3G011.061;0;0;0
'3G011.062;0;0;0
'3G011.063;0;0;0
'3G011.07;0;0;0
'3G011.08;0;0;0
'3G011.081;9,97;14,3;15,24
'3G011.082;0;0;0
'3G011.083;0;0;0
'3G011.084;0;0;0
'3G011.085;0;0;0
'3G011.09;0;0;0
'3G011.091;0;0;0
'3G011.092;0;0;0
'3G011.10;0;0;0
'3G011.11;0;0;0
'3G012;0;0;0
'3G012.01;0;0;0
'3G013;0;0;0
'3G014;295,74;242,19;333,05
'3G014.01;0;0;0
'3G014.03;0;0;0
'3G014.04;0;142,8;146,67
'3G015;0;0;0
'3G015.01;0;0;0
'3G015.02;0;0;0
'3G015.03;0;0;0
'3G015.04;0;0;0
'3G015.05;0;0;0
'3G015.06;0;0;0
'3G016;0;0;0
'3G016.01;0;0;0
'3G017;0;0;0
'3G017.01;0;0;0
'3G017.02;0;0;0
'3G017.03;0;0;0
'3G018;0;0;0
'3G018.01;20,22;81,56;65,34
'3G018.02;0;0;0
'3G019;95,28;236,79;203,61
'3G019.01;0;0;0
'3G019.02;0;0;0
'3G019.03;0;0;0
'3G019.04;0;0;0
'3G020;0;0;0
'3G020.01;0;0;0
'3G021;0;0;0
'3G022;0;0;0
'3G022.01;0;0;0
'3G022.02;0;0;0
'3G022.03;0;0;0
'3G023;0;0;0
'3G024;0;0;0
'3G025;0;0;0
'3G026;0;0;0
'3G027;0;0;0
'3G028;0;0;0
'3G029;0;0;0
'3G030;0;0;0
'3G030.01;0;0;0
'3G031;0;0;0
'3G032;0,68;1,38;1,3
'3G033;0;0;0
'3G034;0;0;0
'3G035;0;0;0
'3G036;0;0;0
'3G036.01;0;0;0
'3G037;0;0;0
'3G037.01;0;0;0
'3G038;0;0;0
'3G038.01;0;0;0
'3G039;0;0;0
'3G039.01;5,5;13,44;2,11
'3G039.02;5,78;12,55;7,28
'3G039.03;11,74;38,22;19,02
'3G039.04;0;0;0
'3G039.041;0;0;0
'3G039.05;13,51;42,63;3,73
'3G039.06;0;0;0
'3G039.07;6,3;12,59;0
'3G039.08;10,2;57,24;41,7
'3G039.09;0,68;1,55;1,61
'3G039.10;0,68;1,55;1,61
'3G039.11;0,77;2,05;2,29
'3G039.12;0,77;2,05;2,29
'3G039.13;0,73;2,01;2,29
'3G040;0;0;0
'3G040.01;0;0;0
'3G040.02;0;6,58;7,08
'3G040.03;0;0;0
'3G040.04;0;0;0
'3G040.05;0;0;0
'3G042;0;0;0
'3G043;0;0;0
'3G044;0;0;0
'3G045;0;0;0
'3G046;0;0;0
'3G047.01;0;0;0
'3G048;0;0;0
'3G049;0;0;0
'3G049.01;0;0;0
'3G049.02;20,02;0;0
'3G049.03;0;0;0
'3G050;0;0;0
'3G051;0;0;0
'3G051.01;0;0;0
'3G051.02;0;0;0
'3G051.021;0;0;0
'3G052;0;0;0
'3G052.01;0;0;0
'3G052.02;0;0;0
'3G052.03;0;0;0
'3G052.04;0;0;0
'3G052.05;0;0;0
'3G052.051;0;0;0
'3G052.06;0,01;1,07;0
'3G052.07;0,01;0,12;0,12
'3G052.071;0;0;0
'3G052.08;0;0;0
'3G052.09;0,68;0,7;0,7
'3G053;0;0;0,01
'3G053.01;0;0;0,01
'3G053.02;0;0;0
'3G053.03;0;0;0
'3G054;0;0;0
'3G054.01;0;0;0
'3G054.02;0;0;0
'3G054.03;0;0;0
'3G055;0,29;0;0,01
'3G055.01;0,5;0,5;0,5
'3G056;0;0;0
'3G056.01;0;0;0
'3G056.02;0;0;0
'3G056.021;0;0;0
'3G056.022;43,41;85,55;139,65
'3G056.023;5,41;23,74;64,18
'3G056.03;0;0;0
'3G056.04;0;0;0
'3G057;0;0;0
'3G058;0;0;0
'3G059;0;0;0
'3G059.01;0;0;0
'3G060;0;0;0
'3G060.01;0;0;0
'3G060.02;0;0;0
'3G060.03;0;0;0
'3G060.04;0;0;0
'3G060.05;0;0;0
'3G060.06;0;0;0
'3G061;0;0;0
'3G062.01;0;0;0
'3G063;20,32;18,77;18,29
'3G064;0;0;0
'3G064.01;0;0;0
'3G064.02;0;0;0
'3G064.03;0;0;0
'3G064.04;0;0;0
'3G064.05;0;0;0
'3G065;0;0;0
'3G066;0;0;0
